id,degree,degree_centrality,betweenness_centrality,eigenvector_centrality,closeness_centrality,label,community,sector,role,is_notable
Joseph Bernstein,7,0.006289308176100629,1.6159579075284246e-06,0.0007627785049528054,0.3180828932499026,Joseph Bernstein,7,unknown,unknown,0
Morad Tahbaz,7,0.006289308176100629,1.6159579075284246e-06,0.0007627785049528054,0.3180828932499026,Morad Tahbaz,7,unknown,unknown,0
RALPH BERNSTEIN,5,0.004492362982929021,0.0,0.0007297982129393742,0.31789098803527216,RALPH BERNSTEIN,7,unknown,unknown,0
ed thompson,5,0.004492362982929021,0.0,0.0007297982129393742,0.31789098803527216,ed thompson,7,unknown,unknown,0
Ed Thompson,5,0.004492362982929021,0.0,0.0007297982129393742,0.31789098803527216,Ed Thompson,7,unknown,unknown,0
Ralph Bernstein,5,0.004492362982929021,0.0,0.0007297982129393742,0.31789098803527216,Ralph Bernstein,7,unknown,unknown,0
Barbro C Ehnbom,9,0.008086253369272238,1.373564221399161e-05,0.014514354548788876,0.46773574138345636,Barbro C Ehnbom,26,unknown,unknown,0
Cecilia Schott,2,0.0017969451931716084,0.0,0.01239752491828851,0.4662870023614722,Cecilia Schott,26,unknown,unknown,0
Goldsamt,6,0.005390835579514825,0.0,0.013660728435690486,0.4671137523656592,Goldsamt,26,unknown,unknown,0
Jeff Kriendler,6,0.005390835579514825,0.0,0.013660728435690486,0.4671137523656592,Jeff Kriendler,26,unknown,unknown,0
Marcus,6,0.005390835579514825,0.0,0.013660728435690486,0.4671137523656592,Marcus,26,unknown,unknown,0
Sofia,6,0.005390835579514825,0.0,0.013660728435690486,0.4671137523656592,Sofia,26,unknown,unknown,0
the prince,6,0.005390835579514825,0.0,0.013660728435690486,0.4671137523656592,the prince,26,unknown,unknown,0
Barbro Ehnbom,3,0.0026954177897574125,0.0,0.01269090569582139,0.4664934153771258,Barbro Ehnbom,26,unknown,unknown,0
Cecilia Schött,3,0.0026954177897574125,0.0,0.01269090569582139,0.4664934153771258,Cecilia Schött,26,unknown,unknown,0
Dave Hope,2,0.0017969451931716084,0.0,0.00015748620671608463,0.24348628127008481,Dave Hope,10,unknown,unknown,0
Dou Hope,2,0.0017969451931716084,0.0,0.00015748620671608463,0.24348628127008481,Dou Hope,10,unknown,unknown,0
Warren Eisenstein,14,0.012578616352201259,0.003493700996076454,0.006656329694162418,0.3245483909260632,Warren Eisenstein,10,unknown,unknown,0
Esneh,2,0.0017969451931716084,0.0,0.01234743053672686,0.4662870023614722,Esneh,21,unknown,unknown,0
Sultan Bin Sulayerr,2,0.0017969451931716084,0.0,0.01234743053672686,0.4662870023614722,Sultan Bin Sulayerr,21,unknown,unknown,0
Craig Jacoby,10,0.008984725965858042,0.0,0.017258221523889797,0.4694025057180077,Craig Jacoby,5,unknown,unknown,0
Dave Morin,10,0.008984725965858042,0.0,0.017258221523889797,0.4694025057180077,Dave Morin,5,unknown,unknown,0
Drew Houston,10,0.008984725965858042,0.0,0.017258221523889797,0.4694025057180077,Drew Houston,5,unknown,unknown,0
Eike,10,0.008984725965858042,0.0,0.017258221523889797,0.4694025057180077,Eike,5,unknown,unknown,0
Hosain Rahman,10,0.008984725965858042,0.0,0.017258221523889797,0.4694025057180077,Hosain Rahman,5,unknown,unknown,0
Ian Osborne,12,0.01078167115902965,1.3008461155603816e-05,0.017869077557835327,0.4698210545416528,Ian Osborne,5,unknown,unknown,0
Marissa,10,0.008984725965858042,0.0,0.017258221523889797,0.4694025057180077,Marissa,5,unknown,unknown,0
Peter Thiel,14,0.012578616352201259,3.378506282382641e-05,0.018461575109387913,0.4702403504403959,Peter Thiel,5,unknown,unknown,0
Reid Hoffman,11,0.009883198562443846,9.076296913951317e-06,0.017601376429222635,0.4696116868702884,Reid Hoffman,5,unknown,unknown,0
Francis Derby,8,0.0071877807726864335,0.0,0.01831778958328587,0.46898470197460046,Francis Derby,21,unknown,unknown,0
Januiz Banasiak,9,0.008086253369272238,2.0199473844105308e-07,0.01873168614247919,0.4691935108356755,Januiz Banasiak,21,unknown,unknown,0
Louella Rabuyo,9,0.008086253369272238,2.0199473844105308e-07,0.01873168614247919,0.4691935108356755,Louella Rabuyo,21,unknown,unknown,0
Richard Barnnet,9,0.008086253369272238,2.0199473844105308e-07,0.01873168614247919,0.4691935108356755,Richard Barnnet,21,unknown,unknown,0
Francis,8,0.0071877807726864335,0.0,0.01831778958328587,0.46898470197460046,Francis,21,unknown,unknown,0
Auren Hoffman,6,0.005390835579514825,2.154610543371233e-06,0.013813702455258496,0.4671137523656592,Auren Hoffman,5,unknown,unknown,0
Chamath Palihapitiya,4,0.0035938903863432167,0.0,0.01322120490370591,0.4667000112209598,Chamath Palihapitiya,5,unknown,unknown,0
Fouad,4,0.0035938903863432167,0.0,0.013111212219174544,0.4667000112209598,Fouad,5,unknown,unknown,0
Lisa Randall,4,0.0035938903863432167,0.0,0.013111212219174544,0.4667000112209598,Lisa Randall,5,unknown,unknown,0
Jan Loeys,5,0.004492362982929021,0.0,2.1534004688875527e-26,0.004492362982929021,Jan Loeys,33,unknown,unknown,0
John Normand,5,0.004492362982929021,0.0,2.1534004688875527e-26,0.004492362982929021,John Normand,33,unknown,unknown,0
Leo Evans,5,0.004492362982929021,0.0,2.1534004688875527e-26,0.004492362982929021,Leo Evans,33,unknown,unknown,0
Matthew Lehmann,5,0.004492362982929021,0.0,2.1534004688875527e-26,0.004492362982929021,Matthew Lehmann,33,unknown,unknown,0
Nikolaos Panigirtzoglou,5,0.004492362982929021,0.0,2.1534004688875527e-26,0.004492362982929021,Nikolaos Panigirtzoglou,33,unknown,unknown,0
Seamus Mac Gorain,5,0.004492362982929021,0.0,2.1534004688875527e-26,0.004492362982929021,Seamus Mac Gorain,33,unknown,unknown,0
Gwendolyn,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Gwendolyn,21,unknown,unknown,0
Mohamed Waheed Hassan,2,0.0017969451931716084,0.0,0.01234743053672686,0.4662870023614722,Mohamed Waheed Hassan,21,unknown,unknown,0
Mohamed Waheed,2,0.0017969451931716084,0.0,0.01234743053672686,0.4662870023614722,Mohamed Waheed,21,unknown,unknown,0
Nadia,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Nadia,21,unknown,unknown,0
Charlotte Abrams,2,0.0017969451931716084,0.0,0.0005718268967362122,0.31598459530342643,Charlotte Abrams,16,unknown,unknown,0
Jamie Glazov,3,0.0026954177897574125,0.0008718092911115851,0.01236127588360569,0.4671137523656592,Jamie Glazov,16,unknown,unknown,0
Larry Summers,62,0.055705300988319856,0.0036087160011502406,0.05463994998359648,0.4809715314180407,Larry Summers,4,unknown,unknown,0
Larry Summers_______________________,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Larry Summers_______________________,21,unknown,unknown,0
Aaron David Miller,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,Aaron David Miller,34,unknown,unknown,0
Benjamin Netanyahu,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,Benjamin Netanyahu,34,unknown,unknown,0
Chuck Hagel,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,Chuck Hagel,34,unknown,unknown,0
Daniel Gavron,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,Daniel Gavron,34,unknown,unknown,0
Dennis Ross,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,Dennis Ross,34,unknown,unknown,0
Dov Seidman,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,Dov Seidman,34,unknown,unknown,0
Elliott Abrams,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,Elliott Abrams,34,unknown,unknown,0
Gurcharan Das,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,Gurcharan Das,34,unknown,unknown,0
Isaac Molho,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,Isaac Molho,34,unknown,unknown,0
James Baker,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,James Baker,34,unknown,unknown,0
Jeremy Ben-Ami,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,Jeremy Ben-Ami,34,unknown,unknown,0
John F. Kerry,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,John F. Kerry,34,unknown,unknown,0
Mahmoud Abbas,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,Mahmoud Abbas,34,unknown,unknown,0
President Barack Obama,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,President Barack Obama,34,unknown,unknown,0
Richard L. Russell,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,Richard L. Russell,34,unknown,unknown,0
Robert B. Zoellick,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,Robert B. Zoellick,34,unknown,unknown,0
Robert Dreyfuss,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,Robert Dreyfuss,34,unknown,unknown,0
Saeb Erekat,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,Saeb Erekat,34,unknown,unknown,0
Scott Wilson,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,Scott Wilson,34,unknown,unknown,0
Shashi Tharoor,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,Shashi Tharoor,34,unknown,unknown,0
Thomas L. Friedman,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,Thomas L. Friedman,34,unknown,unknown,0
Yasir Arafat,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,Yasir Arafat,34,unknown,unknown,0
Peggy,2,0.0017969451931716084,0.0,0.013513791612576695,0.4662870023614722,Peggy,21,unknown,unknown,0
Peggy SiegalliM1111.1.1,1,0.0008984725965858042,0.0,0.000448224270885772,0.31731665924026714,Peggy SiegalliM1111.1.1,21,unknown,unknown,0
Skip Rimer,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Skip Rimer,21,unknown,unknown,0
Blanche Christerson,2,0.0017969451931716084,0.0,0.012368232491677877,0.4662870023614722,Blanche Christerson,35,unknown,unknown,0
Paul Morris,5,0.004492362982929021,2.4239368612926367e-06,0.013247257018127784,0.466906790135989,Paul Morris,35,unknown,unknown,0
Shaher,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Shaher,21,unknown,unknown,0
Darren Rigger,5,0.004492362982929021,0.0,0.01452084959012512,0.466906790135989,Darren Rigger,21,unknown,unknown,0
Lisa Rossi,5,0.004492362982929021,0.0,0.01452084959012512,0.466906790135989,Lisa Rossi,21,unknown,unknown,0
Michael Scotto,5,0.004492362982929021,0.0,0.01452084959012512,0.466906790135989,Michael Scotto,21,unknown,unknown,0
Walter Swett,5,0.004492362982929021,0.0,0.01452084959012512,0.466906790135989,Walter Swett,21,unknown,unknown,0
Debbie Fein,10,0.008984725965858042,2.9164192712060614e-06,0.017052320419920268,0.4694025057180077,Debbie Fein,5,unknown,unknown,0
Tonja Haddad Coleman,14,0.012578616352201259,0.0014652514293052995,0.018606800533062365,0.4702403504403959,Tonja Haddad Coleman,5,unknown,unknown,0
Glen Miller,7,0.006289308176100629,6.463831630113699e-07,0.014059104118982558,0.467320898153848,Glen Miller,2,unknown,unknown,0
Lawrence Richman,5,0.004492362982929021,0.0,0.013437491626913501,0.466906790135989,Lawrence Richman,2,unknown,unknown,0
Marshall E. Eisenberg,7,0.006289308176100629,6.463831630113699e-07,0.014059104118982558,0.467320898153848,Marshall E. Eisenberg,2,unknown,unknown,0
Monice M. Kaczorowski,7,0.006289308176100629,6.463831630113699e-07,0.014059104118982558,0.467320898153848,Monice M. Kaczorowski,2,unknown,unknown,0
Emily Heil,6,0.005390835579514825,0.0,0.013755483011553514,0.4671137523656592,Emily Heil,2,unknown,unknown,0
Lawrence I. Richman,6,0.005390835579514825,0.0,0.013755483011553514,0.4671137523656592,Lawrence I. Richman,2,unknown,unknown,0
Alex Gray,7,0.006289308176100629,2.693263179214041e-07,0.013987883768723161,0.467320898153848,Alex Gray,3,unknown,unknown,0
Belle Cheves,7,0.006289308176100629,2.693263179214041e-07,0.013987883768723161,0.467320898153848,Belle Cheves,3,unknown,unknown,0
Fabrice Aidan,7,0.006289308176100629,2.693263179214041e-07,0.013987883768723161,0.467320898153848,Fabrice Aidan,3,unknown,unknown,0
Melissa Mahle,6,0.005390835579514825,0.0,0.013678809973266618,0.4671137523656592,Melissa Mahle,3,unknown,unknown,0
Stephen A. Seche,7,0.006289308176100629,2.693263179214041e-07,0.013987883768723161,0.467320898153848,Stephen A. Seche,3,unknown,unknown,0
Timothy Dixon,7,0.006289308176100629,2.693263179214041e-07,0.013987883768723161,0.467320898153848,Timothy Dixon,3,unknown,unknown,0
Mahle Melissa,6,0.005390835579514825,0.0,0.013678809973266618,0.4671137523656592,Mahle Melissa,3,unknown,unknown,0
Bob,12,0.01078167115902965,0.0,0.006649214599308479,0.3243486073674753,Bob,10,unknown,unknown,0
Bridges Hague,12,0.01078167115902965,0.0,0.006649214599308479,0.3243486073674753,Bridges Hague,10,unknown,unknown,0
Ed Hammer,12,0.01078167115902965,0.0,0.006649214599308479,0.3243486073674753,Ed Hammer,10,unknown,unknown,0
Janet Kafka,60,0.05390835579514825,0.005968064721627901,0.07511050002013554,0.48229227704207195,Janet Kafka,10,unknown,unknown,0
Jeffery Edwards,14,0.012578616352201259,0.003493700996076454,0.00665632969416242,0.3245483909260632,Jeffery Edwards,10,unknown,unknown,0
Joe Nordgaardly Kafka,12,0.01078167115902965,0.0,0.006649214599308479,0.3243486073674753,Joe Nordgaardly Kafka,10,unknown,unknown,0
Joel Dunn,44,0.039532794249775384,0.005570664761990939,0.064583397376748,0.4787862904756598,Joel Dunn,10,unknown,unknown,0
John Stepek,12,0.01078167115902965,0.0,0.006649214599308479,0.3243486073674753,John Stepek,10,unknown,unknown,0
Mark Albert,12,0.01078167115902965,0.0,0.006649214599308479,0.3243486073674753,Mark Albert,10,unknown,unknown,0
Mark L. Epstein,17,0.015274034141958671,0.005382809655240768,0.020060612100924774,0.4729841226826424,Mark L. Epstein,10,unknown,unknown,0
Nicholas Gahhos,12,0.01078167115902965,0.0,0.00664921459930848,0.3243486073674753,Nicholas Gahhos,10,unknown,unknown,0
Terry Kafka,60,0.05390835579514825,0.005978164458549954,0.07471197232133191,0.48229227704207195,Terry Kafka,10,unknown,unknown,0
John Pinette,3,0.0026954177897574125,0.0,0.013647903923521798,0.4664934153771258,John Pinette,21,unknown,unknown,0
Ehud Barak,4,0.0035938903863432167,2.4239368612926367e-06,0.013391992220944381,0.4667000112209598,Ehud Barak,21,unknown,unknown,0
Laurie Cameron,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Laurie Cameron,21,unknown,unknown,0
ehud barak,2,0.0017969451931716084,0.0,0.01234743053672686,0.4662870023614722,ehud barak,21,unknown,unknown,0
FT Breaking News,2,0.0017969451931716084,0.0,0.01234743053672686,0.4662870023614722,FT Breaking News,21,unknown,unknown,0
Lisa New,7,0.006289308176100629,9.965073763091952e-06,0.01537106188089366,0.467320898153848,Lisa New,21,unknown,unknown,0
Liz Hartley,10,0.008984725965858042,2.9164192712060614e-06,0.017052320419920268,0.4694025057180077,Liz Hartley,5,unknown,unknown,0
Nick Py111.11M,6,0.005390835579514825,0.0,0.015629371115673262,0.4685676413236671,Nick Py111.11M,5,unknown,unknown,0
Sharon Churcher,10,0.008984725965858042,2.9164192712060614e-06,0.017052320419920268,0.4694025057180077,Sharon Churcher,5,unknown,unknown,0
Nick Pyke,9,0.008086253369272238,1.7313834723518836e-06,0.016699171596474566,0.4691935108356755,Nick Pyke,5,unknown,unknown,0
Fred Haddad,9,0.008086253369272238,1.7313834723518836e-06,0.016699171596474566,0.4691935108356755,Fred Haddad,5,unknown,unknown,0
Darren Indyk,8,0.0071877807726864335,0.0,0.014788727471932437,0.46815132178450786,Darren Indyk,5,unknown,unknown,0
Torla Haddad Coleman,8,0.0071877807726864335,0.0,0.014788727471932437,0.46815132178450786,Torla Haddad Coleman,5,unknown,unknown,0
Olivier COLOM,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Olivier COLOM,21,unknown,unknown,0
Vinit Sahni,4,0.0035938903863432167,0.0,0.01296779621915374,0.4667000112209598,Vinit Sahni,35,unknown,unknown,0
Brad Bowen,20,0.017969451931716084,3.1026391824545754e-05,0.025128552648093994,0.47277192702419346,Brad Bowen,10,unknown,unknown,0
Fred Simon,6,0.005390835579514825,0.0,0.015552500012725252,0.4698210545416528,Fred Simon,10,unknown,unknown,0
Michael S. Buchholtz,6,0.005390835579514825,0.0,0.015552500012725252,0.4698210545416528,Michael S. Buchholtz,10,unknown,unknown,0
Ralph Simon,6,0.005390835579514825,0.0,0.015552500012725252,0.4698210545416528,Ralph Simon,10,unknown,unknown,0
Steven Sinofsk,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Steven Sinofsk,21,unknown,unknown,0
Andrew Farkas,7,0.006289308176100629,5.117200040506677e-06,0.015154976017745975,0.46773574138345636,Andrew Farkas,21,unknown,unknown,0
Andrew Friendly,7,0.006289308176100629,1.2119684306463184e-06,0.015124839925649846,0.46773574138345636,Andrew Friendly,21,unknown,unknown,0
Cecile,6,0.005390835579514825,0.0,0.014805947266471648,0.4675282277448657,Cecile,21,unknown,unknown,0
Jermain,6,0.005390835579514825,0.0,0.014805947266471648,0.4675282277448657,Jermain,21,unknown,unknown,0
Kelly Friendly,10,0.008984725965858042,1.9153589976177193e-05,0.018968915588548046,0.4691935108356755,Kelly Friendly,21,unknown,unknown,0
Bryan Subotnick,2,0.0017969451931716084,0.0,0.00028575307028585805,0.3157006067516259,Bryan Subotnick,11,unknown,unknown,0
Stuart Subotnick,2,0.0017969451931716084,0.0,0.00028575307028585805,0.3157006067516259,Stuart Subotnick,11,unknown,unknown,0
Tyler Shears,4,0.0035938903863432167,6.463831630113699e-07,0.01422561263327522,0.466906790135989,Tyler Shears,21,unknown,unknown,0
Melanie SpineIla,6,0.005390835579514825,4.309221086742466e-06,0.01583399878715382,0.4671137523656592,Melanie SpineIla,21,unknown,unknown,0
Nay Gupta,4,0.0035938903863432167,0.0,0.01296779621915374,0.4667000112209598,Nay Gupta,35,unknown,unknown,0
Tazia Smith,4,0.0035938903863432167,0.0,0.01296779621915374,0.4667000112209598,Tazia Smith,35,unknown,unknown,0
Bella Klein,6,0.005390835579514825,0.0,0.014890739859787092,0.4671137523656592,Bella Klein,21,unknown,unknown,0
Ed Boyden,6,0.005390835579514825,0.0,0.014890739859787092,0.4671137523656592,Ed Boyden,21,unknown,unknown,0
Jojo Fontanilla,6,0.005390835579514825,0.0,0.014890739859787092,0.4671137523656592,Jojo Fontanilla,21,unknown,unknown,0
Lyn Fontanilla,6,0.005390835579514825,0.0,0.014890739859787092,0.4671137523656592,Lyn Fontanilla,21,unknown,unknown,0
Neil Gershenfeld,6,0.005390835579514825,0.0,0.014890739859787092,0.4671137523656592,Neil Gershenfeld,21,unknown,unknown,0
Google Alerts,6,0.005390835579514825,2.7968673967524165e-05,0.015669876237916693,0.4698210545416528,Google Alerts,21,unknown,unknown,0
soon yi previ,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,soon yi previ,21,unknown,unknown,0
Mariana Idikowska,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Mariana Idikowska,21,unknown,unknown,0
Donald Trump,27,0.02425876010781671,2.772592021947257e-05,0.0373664555940253,0.4729841226826424,Donald Trump,4,unknown,unknown,0
Gi Feather,4,0.0035938903863432167,0.0,0.014524776791532579,0.4671137523656592,Gi Feather,4,unknown,unknown,0
Lesley,4,0.0035938903863432167,0.0,0.014524776791532579,0.4671137523656592,Lesley,4,unknown,unknown,0
Joi Ito,7,0.006289308176100629,9.426421127249144e-06,0.015187086522348191,0.467320898153848,Joi Ito,21,unknown,unknown,0
Guy Amico,7,0.006289308176100629,1.2119684306463184e-06,0.014818070730357706,0.467320898153848,Guy Amico,21,unknown,unknown,0
JR Stambaugh,6,0.005390835579514825,0.0,0.01450547125730723,0.4671137523656592,JR Stambaugh,21,unknown,unknown,0
Larry Visoski,38,0.034141958670260555,0.0003657978211489039,0.04563099371250218,0.47683648205290824,Larry Visoski,21,unknown,unknown,0
Lvje,6,0.005390835579514825,0.0,0.01450547125730723,0.4671137523656592,Lvje,21,unknown,unknown,0
Lvjet,8,0.0071877807726864335,3.9052316098603586e-06,0.016237067339676517,0.4675282277448657,Lvjet,21,unknown,unknown,0
Scott Stambaugh,6,0.005390835579514825,0.0,0.01450547125730723,0.4671137523656592,Scott Stambaugh,21,unknown,unknown,0
Scott Stambau JR Stambaugh,4,0.0035938903863432167,0.0,0.013834810630563502,0.4667000112209598,Scott Stambau JR Stambaugh,21,unknown,unknown,0
Kathy Ruemmler,125,0.11230907457322552,0.007470503541182437,0.09237489758281238,0.4987262779635244,Kathy Ruemmler,21,unknown,unknown,0
Michael Wolff,22,0.019766397124887692,0.00018955850826742258,0.02863133152325564,0.47255992167575206,Michael Wolff,21,unknown,unknown,0
Lawrence Summers,5,0.004492362982929021,6.7331579480351016e-06,0.01423451929300387,0.467320898153848,Lawrence Summers,21,unknown,unknown,0
The Washington Post,4,0.0035938903863432167,2.962589497135445e-06,0.013940517218262812,0.4671137523656592,The Washington Post,21,unknown,unknown,0
Nedra Pickier,2,0.0017969451931716084,0.0,0.01419752221877706,0.4671137523656592,Nedra Pickier,21,unknown,unknown,0
Nil Priell Barak,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Nil Priell Barak,21,unknown,unknown,0
Josh Gerstein,3,0.0026954177897574125,0.0,0.014590140554615673,0.467320898153848,Josh Gerstein,4,unknown,unknown,0
Martin G Weinberg,5,0.004492362982929021,1.0773052716856164e-06,0.015265078196281163,0.46773574138345636,Martin G Weinberg,4,unknown,unknown,0
Lilly Ann Sanchez,20,0.017969451931716084,9.896184299270072e-06,0.03068869109349563,0.4721364808857201,Lilly Ann Sanchez,4,unknown,unknown,0
David Ster,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,David Ster,21,unknown,unknown,0
Jamie Rosenwald,2,0.0017969451931716084,0.0,0.012397326239516546,0.4662870023614722,Jamie Rosenwald,21,unknown,unknown,0
Lawrence H. Summers,4,0.0035938903863432167,2.6317028779748624e-06,0.014950140809802693,0.4675282277448657,Lawrence H. Summers,21,unknown,unknown,0
G Maxwell,8,0.0071877807726864335,1.2119684306463185e-05,0.014269095295233248,0.4675282277448657,G Maxwell,21,unknown,unknown,0
Philip Barden,4,0.0035938903863432167,0.0,0.012992564019642149,0.4667000112209598,Philip Barden,21,unknown,unknown,0
Daniel Sabba I,2,0.0017969451931716084,0.0,0.012368232491677877,0.4662870023614722,Daniel Sabba I,21,unknown,unknown,0
Prateek Jain,5,0.004492362982929021,2.4239368612926367e-06,0.013247257018127784,0.466906790135989,Prateek Jain,21,unknown,unknown,0
Dershowitz,4,0.0035938903863432167,0.0,0.012992564019642149,0.4667000112209598,Dershowitz,21,unknown,unknown,0
Ross,4,0.0035938903863432167,0.0,0.012992564019642149,0.4667000112209598,Ross,21,unknown,unknown,0
Larry Cohen,2,0.0017969451931716084,0.0,0.013263850711064378,0.4662870023614722,Larry Cohen,9,unknown,unknown,0
Jean Luc Brune,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Jean Luc Brune,21,unknown,unknown,0
David Stern,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,David Stern,21,unknown,unknown,0
Lachlan Cartwright,4,0.0035938903863432167,0.0,0.0038314646342663275,0.33316744398891157,Lachlan Cartwright,5,unknown,unknown,0
Patricia Gonzalez,4,0.0035938903863432167,0.0,0.0038314646342663275,0.33316744398891157,Patricia Gonzalez,5,unknown,unknown,0
David Pegg,4,0.0035938903863432167,2.693263179214041e-07,0.015250938452777554,0.467320898153848,David Pegg,21,unknown,unknown,0
Martin G. Weinberg,40,0.03593890386343217,0.0003170535886500483,0.041364221174070855,0.47683648205290824,Martin G. Weinberg,4,unknown,unknown,0
Adriana Ross,25,0.022461814914645106,0.0,0.03671007553589817,0.47255992167575206,Adriana Ross,4,unknown,unknown,0
Alex Campbell,25,0.022461814914645106,0.0,0.03671007553589817,0.47255992167575206,Alex Campbell,4,unknown,unknown,0
Bill Richardson,25,0.022461814914645106,0.0,0.03671007553589817,0.47255992167575206,Bill Richardson,4,unknown,unknown,0
Bradley Edwards,35,0.031446540880503145,0.00011019133608528402,0.045795333762696046,0.4755454085455448,Bradley Edwards,4,unknown,unknown,0
David Copperfield,25,0.022461814914645106,0.0,0.03671007553589817,0.47255992167575206,David Copperfield,4,unknown,unknown,0
Doug Band,25,0.022461814914645106,0.0,0.03671007553589817,0.47255992167575206,Doug Band,4,unknown,unknown,0
Ira Magaziner,25,0.022461814914645106,0.0,0.03671007553589817,0.47255992167575206,Ira Magaziner,4,unknown,unknown,0
Jack Scarola,43,0.03863432165318958,0.00020043278469057864,0.05203935736067055,0.4777010994274375,Jack Scarola,4,unknown,unknown,0
Ken Bensinger,25,0.022461814914645106,0.0,0.03671007553589817,0.47255992167575206,Ken Bensinger,4,unknown,unknown,0
Kyle Blaine,25,0.022461814914645106,0.0,0.03671007553589817,0.47255992167575206,Kyle Blaine,4,unknown,unknown,0
Megan Apper,25,0.022461814914645106,0.0,0.03671007553589817,0.47255992167575206,Megan Apper,4,unknown,unknown,0
Naomi Campbell,25,0.022461814914645106,0.0,0.03671007553589817,0.47255992167575206,Naomi Campbell,4,unknown,unknown,0
Paul Cassell,43,0.03863432165318958,0.00020043278469057864,0.05203935736067055,0.4777010994274375,Paul Cassell,4,unknown,unknown,0
Rodney Slater,25,0.022461814914645106,0.0,0.03671007553589817,0.47255992167575206,Rodney Slater,4,unknown,unknown,0
Sarah Kellen,25,0.022461814914645106,0.0,0.03671007553589817,0.47255992167575206,Sarah Kellen,4,unknown,unknown,0
Scott Rothstein,25,0.022461814914645106,0.0,0.03671007553589817,0.47255992167575206,Scott Rothstein,4,unknown,unknown,0
Tommy Mottola,25,0.022461814914645106,0.0,0.03671007553589817,0.47255992167575206,Tommy Mottola,4,unknown,unknown,0
Virginia Roberts,28,0.025157232704402517,2.8180411744180683e-05,0.039316043192437325,0.4731965089074662,Virginia Roberts,4,unknown,unknown,0
Chauntae Davies,25,0.022461814914645106,0.0,0.03671007553589817,0.47255992167575206,Chauntae Davies,4,unknown,unknown,0
Carolyn Cohen,5,0.004492362982929021,0.0,0.015399214345128741,0.46773574138345636,Carolyn Cohen,8,unknown,unknown,0
Martin El,5,0.004492362982929021,0.0,0.015399214345128741,0.46773574138345636,Martin El,8,unknown,unknown,0
John Sullivan,5,0.004492362982929021,0.0,0.018886300848414726,0.4679434393147989,John Sullivan,4,unknown,unknown,0
Eric H. Roth,3,0.0026954177897574125,0.0,0.013878621567664923,0.4667000112209598,Eric H. Roth,21,unknown,unknown,0
Elizabeth Lee Sample,6,0.005390835579514825,0.0017452345401306987,0.01299001804213188,0.4675282277448657,Elizabeth Lee Sample,12,unknown,unknown,0
Elizabeth Sample,3,0.0026954177897574125,0.0,0.0006148040353483764,0.31607937172673284,Elizabeth Sample,12,unknown,unknown,0
Fitz Corr,6,0.005390835579514825,0.0017452345401306987,0.01299001804213188,0.4675282277448657,Fitz Corr,12,unknown,unknown,0
Norman D. Rau MMIIM,3,0.0026954177897574125,0.0,0.0006148040353483764,0.31607937172673284,Norman D. Rau MMIIM,12,unknown,unknown,0
Karlie Jamison,4,0.0035938903863432167,0.0,0.012962234572075241,0.4671137523656592,Karlie Jamison,12,unknown,unknown,0
Norman D. Rau W,4,0.0035938903863432167,0.0,0.012962234572075241,0.4671137523656592,Norman D. Rau W,12,unknown,unknown,0
