id,label,degree,degree_centrality,betweenness_centrality,community
The Washington Post,The Washington Post,4,0.0035938903863432167,2.962589497135445e-06,0
Nedra Pickier,Nedra Pickier,2,0.0017969451931716084,0.0,0
Nil Priell Barak,Nil Priell Barak,1,0.0008984725965858042,0.0,0
Josh Gerstein,Josh Gerstein,3,0.0026954177897574125,0.0,0
Martin G Weinberg,Martin G Weinberg,5,0.004492362982929021,1.0773052716856164e-06,0
Lilly Ann Sanchez,Lilly Ann Sanchez,20,0.017969451931716084,9.896184299270072e-06,0
David Ster,David Ster,1,0.0008984725965858042,0.0,0
Jamie Rosenwald,Jamie Rosenwald,2,0.0017969451931716084,0.0,0
Lawrence H. Summers,Lawrence H. Summers,4,0.0035938903863432167,2.6317028779748624e-06,0
G Maxwell,G Maxwell,8,0.0071877807726864335,1.2119684306463185e-05,0
Philip Barden,Philip Barden,4,0.0035938903863432167,0.0,0
Daniel Sabba I,Daniel Sabba I,2,0.0017969451931716084,0.0,24
Prateek Jain,Prateek Jain,5,0.004492362982929021,2.4239368612926367e-06,24
Dershowitz,Dershowitz,4,0.0035938903863432167,0.0,0
Ross,Ross,4,0.0035938903863432167,0.0,0
Larry Cohen,Larry Cohen,2,0.0017969451931716084,0.0,4
Jean Luc Brune,Jean Luc Brune,1,0.0008984725965858042,0.0,0
David Stern,David Stern,1,0.0008984725965858042,0.0,0
Lachlan Cartwright,Lachlan Cartwright,4,0.0035938903863432167,0.0,0
Patricia Gonzalez,Patricia Gonzalez,4,0.0035938903863432167,0.0,0
David Pegg,David Pegg,4,0.0035938903863432167,2.693263179214041e-07,0
Martin G. Weinberg,Martin G. Weinberg,40,0.03593890386343217,0.0003170535886500483,0
Adriana Ross,Adriana Ross,25,0.022461814914645106,0.0,0
Alex Campbell,Alex Campbell,25,0.022461814914645106,0.0,0
Bill Richardson,Bill Richardson,25,0.022461814914645106,0.0,0
Bradley Edwards,Bradley Edwards,35,0.031446540880503145,0.00011019133608528402,0
David Copperfield,David Copperfield,25,0.022461814914645106,0.0,0
Doug Band,Doug Band,25,0.022461814914645106,0.0,0
Ira Magaziner,Ira Magaziner,25,0.022461814914645106,0.0,0
Jack Scarola,Jack Scarola,43,0.03863432165318958,0.00020043278469057864,0
Ken Bensinger,Ken Bensinger,25,0.022461814914645106,0.0,0
Kyle Blaine,Kyle Blaine,25,0.022461814914645106,0.0,0
Megan Apper,Megan Apper,25,0.022461814914645106,0.0,0
Naomi Campbell,Naomi Campbell,25,0.022461814914645106,0.0,0
Paul Cassell,Paul Cassell,43,0.03863432165318958,0.00020043278469057864,0
Rodney Slater,Rodney Slater,25,0.022461814914645106,0.0,0
Sarah Kellen,Sarah Kellen,25,0.022461814914645106,0.0,0
Scott Rothstein,Scott Rothstein,25,0.022461814914645106,0.0,0
Tommy Mottola,Tommy Mottola,25,0.022461814914645106,0.0,0
Virginia Roberts,Virginia Roberts,28,0.025157232704402517,2.8180411744180683e-05,0
Chauntae Davies,Chauntae Davies,25,0.022461814914645106,0.0,0
Carolyn Cohen,Carolyn Cohen,5,0.004492362982929021,0.0,0
Martin El,Martin El,5,0.004492362982929021,0.0,0
John Sullivan,John Sullivan,5,0.004492362982929021,0.0,0
Eric H. Roth,Eric H. Roth,3,0.0026954177897574125,0.0,1
Elizabeth Lee Sample,Elizabeth Lee Sample,6,0.005390835579514825,0.0017452345401306987,22
Elizabeth Sample,Elizabeth Sample,3,0.0026954177897574125,0.0,22
Fitz Corr,Fitz Corr,6,0.005390835579514825,0.0017452345401306987,22
Norman D. Rau MMIIM,Norman D. Rau MMIIM,3,0.0026954177897574125,0.0,22
Karlie Jamison,Karlie Jamison,4,0.0035938903863432167,0.0,22
Norman D. Rau W,Norman D. Rau W,4,0.0035938903863432167,0.0,22
Alex Yablon,Alex Yablon,2,0.0017969451931716084,0.0,0
Ariane Dwyer,Ariane Dwyer,4,0.0035938903863432167,0.0,24
Daniel Sabba,Daniel Sabba,4,0.0035938903863432167,0.0,24
Vahe Stepanian,Vahe Stepanian,4,0.0035938903863432167,0.0,24
James E. Hill,James E. Hill,7,0.006289308176100629,1.6736706899401539e-06,0
Hill James E.,Hill James E.,6,0.005390835579514825,0.0,0
James Hill,James Hill,6,0.005390835579514825,0.0,0
Cathy Alexander,Cathy Alexander,7,0.006289308176100629,2.693263179214041e-07,0
Miles Alexander,Miles Alexander,9,0.008086253369272238,5.89125087370157e-06,0
dkiesq,dkiesq,7,0.006289308176100629,2.693263179214041e-07,0
Martin Weinber,Martin Weinber,6,0.005390835579514825,0.0,0
Joichi Ito,Joichi Ito,8,0.0071877807726864335,1.1850357988541781e-05,0
Brandon Thompson,Brandon Thompson,2,0.0017969451931716084,0.0,1
ACT for America,ACT for America,37,0.033243486073674756,1.4364070289141552e-06,3
Adj Kearsarge,Adj Kearsarge,37,0.033243486073674756,1.4364070289141552e-06,3
Allen West,Allen West,37,0.033243486073674756,1.4364070289141552e-06,3
Bennet Greenwald,Bennet Greenwald,34,0.030548068283917342,0.0,3
Bennett Schmidt,Bennett Schmidt,37,0.033243486073674756,1.4364070289141552e-06,3
Dennis Prager,Dennis Prager,34,0.030548068283917342,0.0,3
Forrest Miller,Forrest Miller,37,0.033243486073674756,1.4364070289141552e-06,3
Gary Gross,Gary Gross,37,0.033243486073674756,1.4364070289141552e-06,3
Grant Seeger,Grant Seeger,37,0.033243486073674756,1.4364070289141552e-06,3
Henry Hortenstine,Henry Hortenstine,37,0.033243486073674756,1.4364070289141552e-06,3
Herb Goodman,Herb Goodman,37,0.033243486073674756,1.4364070289141552e-06,3
House,House,34,0.030548068283917342,0.0,3
James Ramsey,James Ramsey,37,0.033243486073674756,1.4364070289141552e-06,3
John Zouzelka,John Zouzelka,37,0.033243486073674756,1.4364070289141552e-06,3
Lisa Albert,Lisa Albert,34,0.030548068283917342,0.0,3
Marcie Brown,Marcie Brown,37,0.033243486073674756,1.4364070289141552e-06,3
Mark Epstein,Mark Epstein,37,0.033243486073674756,1.4364070289141552e-06,3
Marshall Funk,Marshall Funk,37,0.033243486073674756,1.4364070289141552e-06,3
Michael Horowitz,Michael Horowitz,34,0.030548068283917342,0.0,3
Michael Pis,Michael Pis,37,0.033243486073674756,1.4364070289141552e-06,3
Michael Stechel Buchholtz,Michael Stechel Buchholtz,34,0.030548068283917342,0.0,3
Mike Cohen,Mike Cohen,37,0.033243486073674756,1.4364070289141552e-06,3
Nate McClain,Nate McClain,34,0.030548068283917342,0.0,3
Nate White,Nate White,37,0.033243486073674756,1.4364070289141552e-06,3
Neil Anderson,Neil Anderson,37,0.033243486073674756,1.4364070289141552e-06,3
Philip Kafka,Philip Kafka,50,0.04492362982929021,0.0001944625790831845,3
Rafael Bardaji,Rafael Bardaji,37,0.033243486073674756,1.4364070289141552e-06,3
Rita Hortenstine,Rita Hortenstine,37,0.033243486073674756,1.4364070289141552e-06,3
Taal Safdie,Taal Safdie,37,0.033243486073674756,1.4364070289141552e-06,3
Uri Fouzailov,Uri Fouzailov,37,0.033243486073674756,1.4364070289141552e-06,3
Val Sherman,Val Sherman,37,0.033243486073674756,1.4364070289141552e-06,3
Ate McClain,Ate McClain,29,0.026055705300988323,0.0,3
Michael Horowitz Buchholtz,Michael Horowitz Buchholtz,29,0.026055705300988323,0.0,3
Michael Stechel,Michael Stechel,29,0.026055705300988323,0.0,3
Peter Attia,Peter Attia,1,0.0008984725965858042,0.0,0
Noam Chomsky,Noam Chomsky,4,0.0035938903863432167,6.3740561908065645e-06,0
Linda Stone,Linda Stone,1,0.0008984725965858042,0.0,0
Jonathan Farkas,Jonathan Farkas,2,0.0017969451931716084,0.0,0
Indyke Darren K.,Indyke Darren K.,2,0.0017969451931716084,0.0,0
Darren K. Indyke,Darren K. Indyke,7,0.006289308176100629,1.5605536364131644e-05,0
G G,G G,4,0.0035938903863432167,0.0,0
Brad Wechsler,Brad Wechsler,39,0.03504043126684636,0.00014996461329925138,1
Richard Joshi,Richard Joshi,3,0.0026954177897574125,0.0,1
Elisa New,Elisa New,3,0.0026954177897574125,0.0,0
Lisa Ne,Lisa Ne,1,0.0008984725965858042,0.0,0
Landon Thomas Jr,Landon Thomas Jr,4,0.0035938903863432167,5.386526358428082e-07,8
lauren petrella,lauren petrella,3,0.0026954177897574125,0.0,8
Leah Reis-Dennis,Leah Reis-Dennis,3,0.0026954177897574125,0.0,0
Soon Yi Previn,Soon Yi Previn,3,0.0026954177897574125,0.0,0
Thomas Jr. Landon,Thomas Jr. Landon,3,0.0026954177897574125,0.0,8
Ed,Ed,1,0.0008984725965858042,0.0,0
Alex Gelinas,Alex Gelinas,25,0.022461814914645106,2.1493296351766952e-06,10
Daniel G. Viola,Daniel G. Viola,25,0.022461814914645106,2.1493296351766952e-06,10
Danielle Epstein-Day,Danielle Epstein-Day,25,0.022461814914645106,2.1493296351766952e-06,10
Douglas Hirsch,Douglas Hirsch,25,0.022461814914645106,2.1493296351766952e-06,10
Erika Winkler,Erika Winkler,25,0.022461814914645106,2.1493296351766952e-06,10
Jamie Kim,Jamie Kim,19,0.017070979335130278,0.0,10
Jeffrey Goldberg,Jeffrey Goldberg,25,0.022461814914645106,2.1493296351766952e-06,10
Jennifer Rossan,Jennifer Rossan,25,0.022461814914645106,2.1493296351766952e-06,10
John Araneo,John Araneo,22,0.019766397124887692,7.39327147235227e-07,10
Lance Friedler,Lance Friedler,19,0.017070979335130278,0.0,10
Mitchell Taras,Mitchell Taras,25,0.022461814914645106,2.1493296351766952e-06,10
Paul Fasciano,Paul Fasciano,25,0.022461814914645106,2.1493296351766952e-06,10
Ron S. Geffner,Ron S. Geffner,25,0.022461814914645106,2.1493296351766952e-06,10
Sam Lieberman,Sam Lieberman,25,0.022461814914645106,2.1493296351766952e-06,10
Steven Etkind,Steven Etkind,25,0.022461814914645106,2.1493296351766952e-06,10
Steven Nuttier,Steven Nuttier,23,0.020664869721473494,1.0192152815457058e-06,10
Yehuda Braunstein,Yehuda Braunstein,25,0.022461814914645106,2.1493296351766952e-06,10
Yelena Maltser,Yelena Maltser,25,0.022461814914645106,2.1493296351766952e-06,10
ANN BAISE,ANN BAISE,6,0.005390835579514825,0.0,0
Florence Anthony,Florence Anthony,6,0.005390835579514825,0.0,0
Gary H. BaisallillW,Gary H. BaisallillW,6,0.005390835579514825,0.0,0
steven hoffenberg,steven hoffenberg,13,0.011680143755615454,1.6967558029048458e-05,0
Nicholas Ribis,Nicholas Ribis,3,0.0026954177897574125,8.079789537642123e-07,0
Matthew Mosk,Matthew Mosk,5,0.004492362982929021,0.0,0
Matthew Mask,Matthew Mask,5,0.004492362982929021,0.0,0
Alan Fraade,Alan Fraade,10,0.008984725965858042,9.587152769388333e-06,0
Brad Edwards,Brad Edwards,29,0.026055705300988323,9.881011346848824e-05,0
Gary H. Baise11.11,Gary H. Baise11.11,6,0.005390835579514825,0.0,0
Steven J. Hoffenberg,Steven J. Hoffenberg,10,0.008984725965858042,9.77654534054697e-06,0
INW,INW,2,0.0017969451931716084,0.0,1
Joichi (Joi) Ito,Joichi (Joi) Ito,4,0.0035938903863432167,0.0,0
Jennie Enterprise,Jennie Enterprise,2,0.0017969451931716084,0.0,0
Stephen J. Immelt,Stephen J. Immelt,3,0.0026954177897574125,0.00031998614540936366,0
"Immelt, Stephen J.","Immelt, Stephen J.",2,0.0017969451931716084,0.0,0
Stephen Alexander,Stephen Alexander,1,0.0008984725965858042,0.0,0
Al Eckert,Al Eckert,16,0.014375561545372867,8.079789537642122e-07,3
Blake,Blake,16,0.014375561545372867,8.079789537642122e-07,3
Coy E. Garrett,Coy E. Garrett,16,0.014375561545372867,8.079789537642122e-07,3
Danny Shurden,Danny Shurden,16,0.014375561545372867,8.079789537642122e-07,3
Henry Peek,Henry Peek,14,0.012578616352201259,0.0,3
Kenny Shirley,Kenny Shirley,16,0.014375561545372867,8.079789537642122e-07,3
Kevin McIntosh,Kevin McIntosh,16,0.014375561545372867,8.079789537642122e-07,3
Realblondes,Realblondes,16,0.014375561545372867,8.079789537642122e-07,3
Ryan McIntosh,Ryan McIntosh,16,0.014375561545372867,8.079789537642122e-07,3
Terry B. Kafka,Terry B. Kafka,14,0.012578616352201259,0.0,3
Terry Kafk,Terry Kafk,14,0.012578616352201259,0.0,3
Henry Pea,Henry Pea,13,0.011680143755615454,0.0,3
Tom Barrack,Tom Barrack,5,0.004492362982929021,3.1164902502333903e-06,0
Tom Barrack Private,Tom Barrack Private,1,0.0008984725965858042,0.0,0
Bob Crowe,Bob Crowe,8,0.0071877807726864335,9.695747445170548e-07,17
El Hadji Amadou Sall,El Hadji Amadou Sall,8,0.0071877807726864335,9.695747445170548e-07,17
Mohamed Seydou Diagne,Mohamed Seydou Diagne,8,0.0071877807726864335,9.695747445170548e-07,17
Vinoda Basnayake,Vinoda Basnayake,8,0.0071877807726864335,9.695747445170548e-07,17
elisabeth feliho,elisabeth feliho,5,0.004492362982929021,0.0,17
Cheikh Tidiane Sy,Cheikh Tidiane Sy,7,0.006289308176100629,0.0,17
Elisabeth Feliho,Elisabeth Feliho,7,0.006289308176100629,0.0,17
abuulabass,abuulabass,7,0.006289308176100629,0.0,17
Martin Nowak,Martin Nowak,2,0.0017969451931716084,0.0,0
David Ingram,David Ingram,12,0.01078167115902965,9.882410404041615e-06,0
Katie Johnson,Katie Johnson,6,0.005390835579514825,0.0,0
Roy Black,Roy Black,14,0.012578616352201259,2.5455184562400142e-05,0
Moshe Hoffman,Moshe Hoffman,1,0.0008984725965858042,0.0,0
soon yi previn,soon yi previn,2,0.0017969451931716084,0.0,0
Gerald Barton,Gerald Barton,1,0.0008984725965858042,0.0,0
Gwendolyn Beck,Gwendolyn Beck,1,0.0008984725965858042,0.0,0
Steven Hoffenberg,Steven Hoffenberg,16,0.014375561545372867,0.005260561575387628,0
Story,Story,2,0.0017969451931716084,0.0,8
Raafat Alsabbagh,Raafat Alsabbagh,1,0.0008984725965858042,0.0,0
Ada Clapp,Ada Clapp,28,0.025157232704402517,0.0,1
Alan S Halperin,Alan S Halperin,28,0.025157232704402517,0.0,1
Alex,Alex,28,0.025157232704402517,0.0,1
Barry J. Cohen,Barry J. Cohen,36,0.03234501347708895,8.568604000848087e-05,1
Ben,Ben,28,0.025157232704402517,0.0,1
Debra,Debra,28,0.025157232704402517,0.0,1
Diana George,Diana George,28,0.025157232704402517,0.0,1
Eileen Alexandersson,Eileen Alexandersson,28,0.025157232704402517,0.0,1
Heather Gray,Heather Gray,34,0.030548068283917342,4.2203305980070066e-05,1
Joe,Joe,28,0.025157232704402517,0.0,1
Joe Avantario,Joe Avantario,34,0.030548068283917342,4.2203305980070066e-05,1
John Castrucci,John Castrucci,37,0.033243486073674756,9.133996892541659e-05,1
John Murphy,John Murphy,28,0.025157232704402517,0.0,1
Josh,Josh,28,0.025157232704402517,0.0,1
Larry Delson,Larry Delson,34,0.030548068283917342,4.2203305980070066e-05,1
Leon,Leon,33,0.02964959568733154,0.00013768643432297966,1
Melanie Spinella,Melanie Spinella,36,0.03234501347708895,8.568604000848087e-05,1
Ralph Lerner,Ralph Lerner,28,0.025157232704402517,0.0,1
Richard Joslin,Richard Joslin,37,0.033243486073674756,9.133996892541659e-05,1
Rick Bronstein,Rick Bronstein,28,0.025157232704402517,0.0,1
Samantha,Samantha,28,0.025157232704402517,0.0,1
Thomas Turrin,Thomas Turrin,34,0.030548068283917342,4.2203305980070066e-05,1
Tom,Tom,45,0.04043126684636119,0.008580965533204471,5
Victoria,Victoria,28,0.025157232704402517,0.0,1
Wendy Dolman,Wendy Dolman,34,0.030548068283917342,4.2203305980070066e-05,1
Cecilia Steen,Cecilia Steen,1,0.0008984725965858042,0.0,0
Barry Josephson,Barry Josephson,2,0.0017969451931716084,0.0,0
Niall McCarthy,Niall McCarthy,2,0.0017969451931716084,0.0,0
Heather Mann,Heather Mann,2,0.0017969451931716084,0.0,0
Heather Man,Heather Man,2,0.0017969451931716084,0.0,0
Thorbjon JagIan,Thorbjon JagIan,1,0.0008984725965858042,0.0,0
Thorbjon Jaglan,Thorbjon Jaglan,2,0.0017969451931716084,0.0,0
Thorbjon Jagland,Thorbjon Jagland,2,0.0017969451931716084,0.0,0
Bruce Moskowitz,Bruce Moskowitz,2,0.0017969451931716084,0.0,0
David L. Hayes,David L. Hayes,2,0.0017969451931716084,0.0,0
Gerald B. Lefcourt,Gerald B. Lefcourt,4,0.0035938903863432167,0.0,0
Malia McLaughlin Zimmerman,Malia McLaughlin Zimmerman,4,0.0035938903863432167,0.0,0
Terry KafkaMill,Terry KafkaMill,1,0.0008984725965858042,0.0,0
Micha Miller,Micha Miller,4,0.0035938903863432167,0.0,0
Michael C. Miller,Michael C. Miller,4,0.0035938903863432167,0.0,0
Bennet J. Moskowitz,Bennet J. Moskowitz,7,0.006289308176100629,1.0773052716856164e-06,0
Gary H. Baise,Gary H. Baise,7,0.006289308176100629,1.0773052716856164e-06,0
Deepak Chopra,Deepak Chopra,5,0.004492362982929021,1.0773052716856164e-06,6
Conchita Sarnoff,Conchita Sarnoff,6,0.005390835579514825,0.0,0
Martin Feinberg,Martin Feinberg,6,0.005390835579514825,0.0,0
Marty Feinberg,Marty Feinberg,6,0.005390835579514825,0.0,0
Roger Stone,Roger Stone,6,0.005390835579514825,0.0,0
Joscha Bach,Joscha Bach,2,0.0017969451931716084,0.0,0
Roger,Roger,4,0.0035938903863432167,0.0,0
Joscha Bachl,Joscha Bachl,2,0.0017969451931716084,0.0,0
David Mann,David Mann,16,0.014375561545372867,4.972178177010537e-07,2
Erin Billings,Erin Billings,16,0.014375561545372867,4.972178177010537e-07,2
Jason Weinstein,Jason Weinstein,16,0.014375561545372867,4.972178177010537e-07,2
Katelyn Wohlford,Katelyn Wohlford,16,0.014375561545372867,4.972178177010537e-07,2
Kathryn King,Kathryn King,16,0.014375561545372867,4.972178177010537e-07,2
Michael Keough,Michael Keough,16,0.014375561545372867,4.972178177010537e-07,2
Michael Miller,Michael Miller,25,0.022461814914645106,0.003616944556667807,2
Osman Oz.,Osman Oz.,16,0.014375561545372867,4.972178177010537e-07,2
Remzi Kulen,Remzi Kulen,16,0.014375561545372867,4.972178177010537e-07,2
Steven Eliopoulos,Steven Eliopoulos,14,0.012578616352201259,0.0,2
Will Bohlen,Will Bohlen,16,0.014375561545372867,4.972178177010537e-07,2
William Drake,William Drake,14,0.012578616352201259,0.0,2
Y. Alp Aslandogan,Y. Alp Aslandogan,16,0.014375561545372867,4.972178177010537e-07,2
"Drake, William","Drake, William",14,0.012578616352201259,0.0,2
"Eliopoulos, Steven","Eliopoulos, Steven",14,0.012578616352201259,0.0,2
Charles,Charles,3,0.0026954177897574125,0.0,0
Michael,Michael,3,0.0026954177897574125,0.0,0
Players2,Players2,3,0.0026954177897574125,0.0,0
Alex Jennings,Alex Jennings,23,0.020664869721473494,2.655636708327962e-06,7
Daniel Schecter,Daniel Schecter,23,0.020664869721473494,2.655636708327962e-06,7
Dean Dunlavey,Dean Dunlavey,23,0.020664869721473494,2.655636708327962e-06,7
Frank Pizzurro,Frank Pizzurro,23,0.020664869721473494,2.655636708327962e-06,7
Greg Robins,Greg Robins,23,0.020664869721473494,2.655636708327962e-06,7
Jamie Wine,Jamie Wine,23,0.020664869721473494,2.655636708327962e-06,7
Jeffrey Greenberg,Jeffrey Greenberg,23,0.020664869721473494,2.655636708327962e-06,7
Nicole Bruno,Nicole Bruno,18,0.016172506738544475,0.0,7
Nicole Harris,Nicole Harris,23,0.020664869721473494,2.655636708327962e-06,7
Nima Mohebbi,Nima Mohebbi,18,0.016172506738544475,0.0,7
Steve Bauer,Steve Bauer,23,0.020664869721473494,2.655636708327962e-06,7
Wendy Moore,Wendy Moore,23,0.020664869721473494,2.655636708327962e-06,7
Andrew Khouri,Andrew Khouri,35,0.031446540880503145,0.00010301731660493707,7
Farooq Bajwa,Farooq Bajwa,23,0.020664869721473494,2.655636708327962e-06,7
Lubna Qassim,Lubna Qassim,40,0.03593890386343217,0.00017892971178788694,7
Phil Hirschkorn,Phil Hirschkorn,23,0.020664869721473494,2.655636708327962e-06,7
William A. Isaacson,William A. Isaacson,23,0.020664869721473494,2.655636708327962e-06,7
David Boies,David Boies,25,0.022461814914645106,0.0034454327030421445,2
Kathryn Ruemmler,Kathryn Ruemmler,20,0.017969451931716084,0.0,7
Larry Scudder,Larry Scudder,20,0.017969451931716084,0.0,7
Mohebbi,Mohebbi,20,0.017969451931716084,0.0,7
Nima,Nima,20,0.017969451931716084,0.0,7
Bauer Steve,Bauer Steve,20,0.017969451931716084,0.0,7
Brearton Chris,Brearton Chris,20,0.017969451931716084,0.0,7
Bruno Nicole,Bruno Nicole,20,0.017969451931716084,0.0,7
Cleaves John,Cleaves John,20,0.017969451931716084,0.0,7
Dunlavey Dean,Dunlavey Dean,20,0.017969451931716084,0.0,7
Fisher Alice,Fisher Alice,20,0.017969451931716084,0.0,7
Greenberg Jeffrey,Greenberg Jeffrey,20,0.017969451931716084,0.0,7
Harris Nicole,Harris Nicole,20,0.017969451931716084,0.0,7
Jennings Alex,Jennings Alex,20,0.017969451931716084,0.0,7
Lee Frank,Lee Frank,20,0.017969451931716084,0.0,7
Mohebbi Nima,Mohebbi Nima,20,0.017969451931716084,0.0,7
Moore Wendy,Moore Wendy,20,0.017969451931716084,0.0,7
Pizzurro Frank,Pizzurro Frank,20,0.017969451931716084,0.0,7
Robins Greg,Robins Greg,20,0.017969451931716084,0.0,7
Schecter Daniel,Schecter Daniel,20,0.017969451931716084,0.0,7
William Isaacson,William Isaacson,20,0.017969451931716084,0.0,7
Wine Jamie,Wine Jamie,20,0.017969451931716084,0.0,7
Charles Michael,Charles Michael,3,0.0026954177897574125,0.0,0
Michael Charles,Michael Charles,3,0.0026954177897574125,0.0,0
Zubair Khan,Zubair Khan,1,0.0008984725965858042,0.0,0
Landor Thomas Jr.,Landor Thomas Jr.,2,0.0017969451931716084,0.0,8
Soon-Yi,Soon-Yi,1,0.0008984725965858042,0.0,0
David Bianco,David Bianco,3,0.0026954177897574125,0.0,1
Stewart Oldfield,Stewart Oldfield,3,0.0026954177897574125,0.0,1
Caroline Lang,Caroline Lang,4,0.0035938903863432167,4.4631218398404115e-06,0
LH,LH,4,0.0035938903863432167,5.386526358428082e-07,0
lhsoffice,lhsoffice,4,0.0035938903863432167,1.6159579075284246e-06,0
LHS,LHS,6,0.005390835579514825,6.194505312192294e-06,0
Ihsofficel,Ihsofficel,3,0.0026954177897574125,0.0,0
"Landon Thomas, Jr.","Landon Thomas, Jr.",2,0.0017969451931716084,0.0,8
Joseph Palazzolo,Joseph Palazzolo,4,0.0035938903863432167,0.0,0
Gianni Serazzi,Gianni Serazzi,1,0.0008984725965858042,0.0,0
Miller Michael,Miller Michael,4,0.0035938903863432167,0.0,0
Palazzolo Joseph,Palazzolo Joseph,4,0.0035938903863432167,0.0,0
Weingarten Reid,Weingarten Reid,4,0.0035938903863432167,0.0,0
Andres Serrano,Andres Serrano,1,0.0008984725965858042,0.0,0
David Schoen,David Schoen,1,0.0008984725965858042,0.0,0
Blake Ellis,Blake Ellis,4,0.0035938903863432167,0.0,0
Melanie Hicken,Melanie Hicken,4,0.0035938903863432167,0.0,0
Alan Dlugash,Alan Dlugash,7,0.006289308176100629,0.0,1
Leon Black,Leon Black,8,0.0071877807726864335,5.655852676349486e-06,1
Tom Turrin,Tom Turrin,7,0.006289308176100629,0.0,1
DARREN K. INDYKE,DARREN K. INDYKE,2,0.0017969451931716084,0.0,0
Peter Atti,Peter Atti,1,0.0008984725965858042,0.0,0
stanpottinger,stanpottinger,2,0.0017969451931716084,0.0,2
Mark Lloyd,Mark Lloyd,1,0.0008984725965858042,0.0,0
Jane Doe,Jane Doe,7,0.006289308176100629,1.3466315896070203e-05,2
Thomas Meagher,Thomas Meagher,6,0.005390835579514825,5.719336737002389e-06,2
Kathy Ruemmlerl,Kathy Ruemmlerl,3,0.0026954177897574125,0.0,2
"Meagher, Thomas","Meagher, Thomas",3,0.0026954177897574125,0.0,2
Jabor Y.,Jabor Y.,1,0.0008984725965858042,0.0,0
ehbarak,ehbarak,1,0.0008984725965858042,0.0,0
Harry Fisch,Harry Fisch,1,0.0008984725965858042,0.0,0
Robert Lawrence Kuhn,Robert Lawrence Kuhn,2,0.0017969451931716084,0.0,1
Governor Kenneth E. Mapp,Governor Kenneth E. Mapp,2,0.0017969451931716084,0.0,0
Renata Bolotova,Renata Bolotova,1,0.0008984725965858042,0.0,0
David Blaine,David Blaine,1,0.0008984725965858042,0.0,0
Ken Starr,Ken Starr,39,0.03504043126684636,0.0009439711485047037,0
Dr Bruce L Dennis,Dr Bruce L Dennis,2,0.0017969451931716084,0.0,8
Jabor Y,Jabor Y,1,0.0008984725965858042,0.0,0
Ariane de Rothschild,Ariane de Rothschild,3,0.0026954177897574125,8.079789537642123e-07,0
Valeria Chomsky,Valeria Chomsky,2,0.0017969451931716084,0.0,0
Ozan Tarman,Ozan Tarman,2,0.0017969451931716084,0.0,8
Nicholas Drinkwater,Nicholas Drinkwater,2,0.0017969451931716084,0.0,8
Amanda Ens,Amanda Ens,13,0.011680143755615454,2.2084758069555135e-05,1
Alain Forget,Alain Forget,5,0.004492362982929021,0.0,2
Benjamin Harnwell,Benjamin Harnwell,9,0.008086253369272238,7.271810583877911e-06,2
Deborah Lubov,Deborah Lubov,5,0.004492362982929021,0.0,2
Mario Fantini,Mario Fantini,5,0.004492362982929021,0.0,2
Steve Bannon,Steve Bannon,43,0.03863432165318958,0.0006791524808647502,2
Linda Pinto,Linda Pinto,1,0.0008984725965858042,0.0,0
Marc LEON,Marc LEON,1,0.0008984725965858042,0.0,0
Marc Kensington,Marc Kensington,1,0.0008984725965858042,0.0,0
Dangene and Jennie Enterprise,Dangene and Jennie Enterprise,3,0.0026954177897574125,8.079789537642123e-07,0
Dangene and Jennie Enterpris,Dangene and Jennie Enterpris,2,0.0017969451931716084,0.0,0
Jean Huguen,Jean Huguen,2,0.0017969451931716084,0.0,1
Jean HUGUEN,Jean HUGUEN,2,0.0017969451931716084,0.0,1
Afri zp,Afri zp,2,0.0017969451931716084,0.0,0
Stephen L Jen,Stephen L Jen,2,0.0017969451931716084,0.0,8
Larry Summer,Larry Summer,2,0.0017969451931716084,0.0,0
Kathy,Kathy,1,0.0008984725965858042,0.0,0
Alireza Ittihadieh,Alireza Ittihadieh,1,0.0008984725965858042,0.0,0
Amand Ens,Amand Ens,2,0.0017969451931716084,0.0,0
Richard Kah,Richard Kah,3,0.0026954177897574125,0.0,1
Joi,Joi,2,0.0017969451931716084,0.0,0
Margaret Slattery,Margaret Slattery,3,0.0026954177897574125,8.079789537642123e-07,0
Daniel Lundquist,Daniel Lundquist,4,0.0035938903863432167,0.0,1
David Fiszel,David Fiszel,2,0.0017969451931716084,0.0,1
Gino Yu,Gino Yu,2,0.0017969451931716084,0.0,0
Paul Schulte,Paul Schulte,2,0.0017969451931716084,0.0,0
Dick Cavett,Dick Cavett,2,0.0017969451931716084,0.0,1
Ken Star,Ken Star,1,0.0008984725965858042,0.0,0
Thanu Cnx,Thanu Cnx,2,0.0017969451931716084,0.0,0
edrobles erobles,edrobles erobles,2,0.0017969451931716084,0.0,0
Paul V Morris,Paul V Morris,1,0.0008984725965858042,0.0,31
Sean T Lehane,Sean T Lehane,1,0.0008984725965858042,0.0,31
Richard Merkin,Richard Merkin,1,0.0008984725965858042,0.0,0
Kathy Ruemmle,Kathy Ruemmle,2,0.0017969451931716084,0.0,0
Ramsey Elkholy,Ramsey Elkholy,1,0.0008984725965858042,0.0,0
Purevsuren Lundeg,Purevsuren Lundeg,1,0.0008984725965858042,0.0,0
Glenn Dubin,Glenn Dubin,1,0.0008984725965858042,0.0,0
